playlist_url,year,track_id,track_name,track_popularity,album,artist_id,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,74,Down for Life,4AllEJE7mVkhhyUV6DjqPz,D4L,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",53,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,224253,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5YJtMNWKe55yr49cyJgxva,Everytime We Touch,74,Everytime We Touch (Premium Edition),0N0d3kjwdY2h7UVuTdJGfp,Cascada,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",64,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29E-05,0.382,0.493,142.027,197124,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4T4NLIMypdmyUwK54jECk4,Too Little Too Late,73,The High Road,5xuNBZoM7z1Vv8IQ6uM0p6,JoJo,"['dance pop', 'pop', 'post-teen pop']",59,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63E-05,0.0794,0.731,82.408,221720,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,13xxBnXOuiBxVxJI458B0i,Unfaithful,73,A Girl Like Me,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",87,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,226973,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4Gd9PUEuOTOJtbgd4YxLXM,Savin' Me,73,All the Right Reasons,6deZN1bslXzeGvOLaLMOIF,Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",75,0.441,0.815,3,-4.088,1,0.0276,0.000731,0,0.414,0.522,164.007,219320,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),72,How To Save A Life,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",67,0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,236267,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6gxycjJNMgmAyfzUXBN80P,Goodbye My Lover,72,Back to Bedlam,7KMqksf0UMdyA0UCf4R3ux,James Blunt,"['neo mellow', 'pop rock']",69,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,258653,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,10aWGOqSDBqvNzJ9NeKDbK,Sexy Love,72,In My Own Words,21E3waRsmPlU7jZsS13rcj,Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",77,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,72,Me And My Gang,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,"['contemporary country', 'country', 'country road']",67,0.537,0.674,5,-5.134,0,0.0277,0.0088,0,0.265,0.33,136.002,214107,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0Qn0i8df7Q76ej3RAXAtI2,Rock This Party - Everybody Dance Now,71,Rock This Party (Everybody Dance Now),5YFS41yoX0YuFY39fq21oN,Bob Sinclar,"['disco house', 'filter house']",67,0.893,0.823,5,-3.708,0,0.122,0.0714,0,0.0509,0.902,128.009,245467,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3kZoay4ANo86ehb6s4RwS9,Ridin',71,The Sound of Revenge,6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,"['dirty south rap', 'southern hip hop']",56,0.787,0.799,8,-4.68,0,0.0993,0.189,0,0.3,0.835,143.052,303053,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6btyEL6NwUa97Nex9cZFvo,Pump It,71,Monkey Business,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",78,0.649,0.931,1,-3.15,0,0.181,0.0093,0,0.751,0.744,153.645,213067,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,71,The Open Door,5nGIFgo0shDenQYSE0Sn7c,Evanescence,['alternative metal'],71,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,214707,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",71,Duets: The Final Chapter,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",76,0.833,0.628,2,-7.041,1,0.141,0.0949,1.60E-06,0.282,0.645,106.328,286187,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6o3s08kk2fQI37vxGZDrJ1,Snap Yo Fingers,70,Snap Yo Fingers - Single,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",71,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038,274387,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6xM8oBy40nK1rOd8WmoOPx,Last Request,70,These Streets,7x5rK9BClDQ8wmCkYAGsQp,Paolo Nutini,"['british soul', 'neo mellow', 'scottish singer-songwriter']",64,0.605,0.704,5,-6.564,1,0.0476,0.241,0,0.137,0.4,80.925,220413,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6Y3WvyUG9iE5bQYg38SPtQ,Be Without You - Kendu Mix,70,The Breakthrough,1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,"['dance pop', 'neo soul', 'r&b', 'urban contemporary']",68,0.726,0.7,2,-5.881,0,0.0998,0.0717,0,0.262,0.673,146.559,246333,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2QurCbkPO14pjrikPNja0h,I'm N Luv (Wit a Stripper) (feat. Mike Jones),69,Rappa Ternt Sanga (Expanded Edition),3aQeKQSyrW4qWr35idm0cy,T-Pain,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",75,0.739,0.368,8,-10.233,1,0.0845,0.00542,0,0.171,0.467,144.992,239413,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),68,New Joc City,23LbwefIODbyGdRbAz3urj,Yung Joc,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop', 'trap']",60,0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,241840,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,7M13FwBAKWNa2jqcZeUhL6,Love Generation - Radio Edit,71,Love Generation (Radio Edit),5YFS41yoX0YuFY39fq21oN,Bob Sinclar,"['disco house', 'filter house']",67,0.723,0.872,1,-3.617,1,0.0586,0.192,0.000154,0.0814,0.544,128.038,204798,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,53ETzLQQKFCzykRbqWb1ph,Gimme That,68,Chris Brown (Expanded Edition),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['pop rap', 'r&b', 'rap']",84,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59E-05,0.118,0.444,87.165,186827,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,423EcxblW9F4nnQkqcqMlK,Deja Vu (feat. Jay-Z),67,B'Day Deluxe Edition,6vWDO969PvNqNYHIOW5v0m,Beyonc̩,"['pop', 'r&b']",85,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22E-05,0.0743,0.355,105.253,240280,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,67,Move Along,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",64,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35E-06,0.548,0.462,143.853,193653,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3Lk7RWStfLaHG7lXsuS87j,One,67,The Breakthrough,1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,"['dance pop', 'neo soul', 'r&b', 'urban contemporary']",68,0.344,0.874,0,-3.161,1,0.0777,0.0841,0,0.129,0.269,185.888,260467,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0qAMjeQFyd1qD0LDiV8gWp,Black Horse And The Cherry Tree,67,Eye To The Telescope,5zzrJD2jXrE9dZ1AklRFcL,KT Tunstall,"['lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",59,0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.34,0.917,104.833,172373,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3BxWKCI06eQ5Od8TY2JBeA,Buttons,67,PCD,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",67,0.57,0.821,2,-4.38,1,0.267,0.178,0,0.289,0.408,210.857,225560,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,7jRoWfRlLnGYEIEn4t4kbq,London Bridge,67,The Dutchess,3r17AfJCCUqC9Lf0OAc73G,Fergie,"['dance pop', 'pop']",67,0.77,0.609,1,-5.894,1,0.345,0.214,0,0.166,0.631,90.952,241307,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6MBEjJlXQYXr8dfxDvZuoA,Do It To It,66,Unappreciated,1c70yCa8sRgIiQxl3HOEFo,Cherish,"['atl hip hop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",63,0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.495,0.794,74.007,226293,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0CAJdthKDdRjB2h8YOguN6,What You Know,66,King,4OBJLual30L7gRl5UkeRcT,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,274333,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,653rxW1E7V52QWh6a7oIdS,My My My,66,Nympho,3cQA9WH8liZfeja1DxcDYE,Armand Van Helden,"['big beat', 'deep house', 'disco house', 'filter house', 'house', 'speed garage', 'uk dance', 'vocal house']",61,0.652,0.733,7,-8.207,1,0.246,0.00672,0.00867,0.0392,0.744,127.533,182267,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,7huo2wvrCgRucUsjdSDLQV,Ain't No Other Man,65,Back To Basics,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,"['dance pop', 'pop']",75,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,228907,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6yLX8QnxlnEqZfs3YKCfjF,Tears Dry On Their Own,65,Back To Black,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,"['british soul', 'neo soul']",73,0.643,0.871,1,-2.734,0,0.118,0.491,0,0.29,0.452,121.569,185187,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2RUhtNBh43RtSg0WBPPq3m,Naive,65,Inside In / Inside Out,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,"['brighton indie', 'garage rock', 'modern rock', 'rock']",65,0.547,0.816,8,-6.165,0,0.0624,0.0688,0,0.127,0.722,102.765,203507,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2lRI7n5b9jlPYsEpRuots6,When I'm Gone,64,When I'm Gone,7dGJo4pcD2V6oG8kP0tJRR,Eminem,"['detroit hip hop', 'hip hop', 'rap']",88,0.608,0.745,10,-5.496,0,0.365,0.0551,0,0.27,0.725,150.068,281120,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4aR9bPMAOFySBuQSbVWF3d,Smile,64,"Alright, Still (Bonus Track Version)",13saZpZnCDWOI9D4IJhp1f,Lily Allen,"['dance pop', 'electropop']",65,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,196893,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3ItzRpwvKtkDSNdRSjXu7Z,Chelsea Dagger,64,Costello Music,3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,"['garage rock', 'modern rock', 'scottish rock']",58,0.512,0.817,7,-3.154,1,0.142,0.0505,0,0.0775,0.552,154.607,215173,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5hF2LnbkpnXCkksMSeWcxZ,Pullin' Me Back,64,Hoodstar (Deluxe Edition),3s2wTjWxK8NOX09dmsvVOh,Chingy,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'southern hip hop']",56,0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80,234133,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4NjR63Up0uMkQBlKvlZd1l,Stickwitu,64,PCD,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",67,0.655,0.54,9,-6.482,1,0.0516,0.268,0,0.068,0.43,79.983,207507,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,7g7M96UGiA7OR79H86gV4m,U and Dat (feat. T. Pain & Kandi Girl),64,My Ghetto Report Card,3crnzLy8R4lVwaigKEOz7V,E-40,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']",65,0.858,0.484,6,-7.448,0,0.277,0.0241,1.80E-06,0.123,0.329,99.992,202720,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0k6HUzaRHpQ3eEWr1C7Esh,Ms. New Booty,63,Ms. New Booty,3RPYHNSwe3w0mtfJwKIN9P,Bubba Sparxxx,"['atl hip hop', 'country rap', 'dirty south rap', 'southern hip hop']",52,0.64,0.62,1,-5.931,1,0.416,0.016,0,0.0831,0.609,129.37,252653,5
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3rKCDtV8UcF0RytSiXxypc,Get Up (feat. Chamillionaire),63,The Evolution,2NdeV5rLm47xAvogXrYhJX,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",69,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14E-06,0.0405,0.629,128.593,261880,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,55whbebR4olz2HHcRQa2kx,Sorry,63,Confessions on a Dance Floor,6tbjWDEIzxoDsBA1FuhfPW,Madonna,"['dance pop', 'pop']",79,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,281880,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,58HpsDKeYoLtNhXFQyQmz5,Move Along,63,Move Along,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",64,0.526,0.92,3,-3.866,1,0.0472,0.000124,0,0.371,0.615,109.86,238880,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,7cVmKBwzPsh4Fmb6SplfEm,"Lean Wit It, Rock Wit It",63,On Top Of Our Game,0VKTLKamj4IH8OfQbUL0kq,Dem Franchize Boyz,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop']",46,0.886,0.62,5,-5.854,1,0.307,0.082,0,0.1,0.6,76.035,229813,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5xT8JXJSyHYNfC11OFqzFL,Is It Any Wonder?,63,Under The Iron Sea,53A0W3U0s8diEn9RhXQhVz,Keane,"['neo mellow', 'piano rock', 'pop rock']",71,0.489,0.955,11,-2.771,0,0.0363,3.82E-05,0.000178,0.334,0.816,129.352,186173,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2JpUkUR0OsOlUUfm6iS8ic,Money Maker,62,Release Therapy,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756,230613,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,4mnTMsp8Cgf9TNiQMhH11L,I Wish I Was a Punk Rocker (with Flowers in My Hair),62,Smile...It Confuses People,3xnfpcM4DC9zeHVuDhYICB,Sandi Thom,"['candy pop', 'scottish singer-songwriter']",42,0.7,0.465,4,-6.815,1,0.358,0.544,0,0.606,0.719,108.102,151640,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2RWxrpsFshOBFwRBRstUlQ,Check On It (feat. Bun B & Slim Thug),61,B'Day,6vWDO969PvNqNYHIOW5v0m,Beyonc̩,"['pop', 'r&b']",85,0.705,0.796,7,-6.845,1,0.267,0.0708,0,0.388,0.864,166.042,210453,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3HVJbdz0V402U5YggQK4Ao,Touch It,61,The Big Bang,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",70,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,214960,5
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,1Ab6RxeKl3e07zP7Get7CX,Stupid Girls,60,I'm Not Dead,1KCSPY1glIKqW2TotWuXOR,P!nk,"['dance pop', 'pop']",79,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,197173,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,7pAT4dOUzjq8Ziap5ShIqC,Where'd You Go (feat. Holly Brook & Jonah Matranga),60,The Rising Tied,7dWYWUbO68rXJOcyA7SpJk,Fort Minor,['rap rock'],58,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,231867,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5ClXLJW6OLZuTLCwhmX9h9,From Paris to Berlin,60,From Paris to Berlin,2nnBn2iyqkuOBj85nhGp1k,Infernal,['eurodance'],45,0.741,0.869,9,-6.534,0,0.0816,0.096,0,0.0396,0.839,126.069,209667,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,13pyGLYmBjYgvOMIEivX2K,I Don't Feel Like Dancin',59,Ta Dah,3Y10boYzeuFCJ4Qgp53w6o,Scissor Sisters,"['dance pop', 'dance rock']",58,0.71,0.917,7,-3.385,1,0.0287,0.018,0,0.335,0.83,108.031,288360,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2GdGb6bdMYoq7EHkmWvb5D,No Promises,59,Shayne Ward (Expanded Edition),6H4lieipng8aGu3Hbd1UeJ,Shayne Ward,['talent show'],47,0.496,0.507,4,-6.073,1,0.0263,0.539,0,0.115,0.203,79.808,222160,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2SGBEDwsOAOAHrrdAd304i,She Moves In Her Own Way,59,Inside In / Inside Out,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,"['brighton indie', 'garage rock', 'modern rock', 'rock']",65,0.431,0.81,7,-5.379,1,0.066,0.276,0,0.0906,0.795,76.412,169307,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5ZqNz8GXWpkb95f7aVxTA0,It Ends Tonight,59,Move Along,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",64,0.454,0.631,0,-4.733,1,0.0268,0.00233,0,0.177,0.313,87.888,244827,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0tYPj0NYa7vjlJaqlRSnJb,Chain Hang Low,59,Jibbs feat. Jibbs,4USNIVeRwXIAdbVSTqelbh,Jibbs,['dirty south rap'],40,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,19iqWNzp5LwEdvntpEK8MP,"Steady, As She Goes",57,Broken Boy Soldiers,4wo1267SJuUfHgasdlfNfc,The Raconteurs,"['alternative rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern blues rock', 'modern rock', 'rock', 'supergroup']",55,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,215267,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5i9UKSttY3V7x9OnYZsMBX,A Moment Like This,56,Spirit,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,"['british soul', 'dance pop', 'pop', 'talent show']",63,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54E-06,0.131,0.167,70.543,257293,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,3YQjgTpUVNWvpYeb2mtTF7,Grillz,56,Sweatsuit,2gBjLmx6zQnFGQJCAQpRgw,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",73,0.867,0.504,4,-7.737,0,0.241,0.0358,0,0.307,0.84,82.996,271160,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,1kAC8QX4meGZhEbtXtqF1o,The Rose,54,The Love Album,5Z1CCuBsyhEHngq3U5IraY,Westlife,['boy band'],67,0.28,0.2,9,-9.66,1,0.0294,0.79,0,0.081,0.178,129.61,218933,3
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6yuvC80FcnVJNvC0DbXN9e,Come to Me (feat. Nicole Scherzinger),53,Press Play,59wfkuBoNyhDMQGCljbUbA,Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",71,0.819,0.485,6,-6.45,0,0.0756,0.0176,0,0.658,0.386,96.998,276787,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,28euH5Ny1JXxZAt2KjWp62,You Give Me Something,53,Undiscovered,3LpLGlgRS1IKPPwElnpW35,James Morrison,['neo mellow'],60,0.559,0.671,7,-7.109,1,0.1,0.21,0,0.0869,0.577,79.493,212933,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,1JOxCh2Aa08z8cNJQJhWBJ,Fill My Little World,51,Twelve Stops And Home (Deluxe),4AksvCnkZaQoTu1nJr62Db,The Feeling,['english indie rock'],39,0.462,0.783,7,-7.814,1,0.0309,0.0333,0,0.348,0.68,175.964,247253,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5TXNLJ2EENAt3Tf9MX4kT2,Beep,51,PCD,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",67,0.935,0.745,7,-6.391,1,0.0431,0.00914,0,0.116,0.518,103.691,229360,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0Eu5SrReZzaJX0NLKI8tQS,Bossy Featuring Too $hort (feat. Too $hort),50,Kelis Was Here,0IF46mUS8NXjgHabxk2MCM,Kelis,"['dance pop', 'hip pop', 'neo soul', 'urban contemporary']",61,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21E-06,0.0608,0.775,84.009,274947,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,1bPqAXwNiVcM6zjJU1Z4Cd,What's Left Of Me,49,What's Left Of Me,6ewMqjrF31lC8ywRsvm073,Nick Lachey,"['idol', 'post-teen pop']",41,0.421,0.728,7,-5.644,1,0.035,0.136,0,0.136,0.311,150.12,244667,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,5Sc3f01VMSlvbSDYGxQAd3,You're All I Have,47,Eyes Open,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",66,0.467,0.921,2,-4.554,1,0.045,5.48E-05,0.0566,0.176,0.501,132.013,273333,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,2pyA5g5GLsJgetJGc1mwlF,America,43,Razorwhat? The Best Of Razorlight,450iujbtN6XgiA9pv6fVZz,Razorlight,['britpop'],54,0.44,0.567,2,-4.94,1,0.03,0.299,5.07E-06,0.286,0.194,90.492,252951,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,6RzpuVp06z70xIGG9etyUs,Control Myself,43,Todd Smith,1P8IfcNKwrkQP5xJWuhaOC,LL COOL J,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",61,0.825,0.876,10,-6.556,0,0.211,0.00928,1.20E-05,0.205,0.48,120.066,233973,4
https://open.spotify.com/playlist/37i9dQZF1DX1vSJnMeoy3V,2006,0v0EZLRftWKqvFfwurjw02,Patience,43,Beautiful World,1XgFuvRd7r5g0h844A5ZUQ,Take That,"['boy band', 'europop', 'talent show']",61,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11E-06,0.118,0.372,175.788,202067,4
https://open.spotify.com/playlist/37i9dQZF1DX3j9EYdzv2N9,2007,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,78,Spirit,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,"['british soul', 'dance pop', 'pop', 'talent show']",63,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,262467,4
https://open.spotify.com/playlist/37i9dQZF1DX3j9EYdzv2N9,2007,49FYlytm3dAAraYgpoJZux,Umbrella,86,Good Girl Gone Bad: Reloaded,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",87,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,275987,4
